,electricity_demand,heat_demand
2025-01-05 17:00:00,145.2644941488686,198.92618259577256
2025-01-05 18:00:00,147.60493428824495,202.19924792587332
2025-01-05 19:00:00,145.26381194794303,204.8138873950131
2025-01-05 20:00:00,145.48260179863993,206.02932223240103
2025-01-05 21:00:00,142.68382220770854,198.8589355411214
2025-01-05 22:00:00,148.10279402731834,200.33221897544595
2025-01-05 23:00:00,144.50330477484394,195.18403956303652
2025-01-06 00:00:00,140.02431336756464,208.6924609466037
2025-01-06 01:00:00,145.4242071115493,201.8298868897089
2025-01-06 02:00:00,149.52514752644302,205.91330662564843
2025-01-06 03:00:00,145.46401550084576,210.73609638352724
2025-01-06 04:00:00,151.88124747910993,204.7666432356091
2025-01-06 05:00:00,147.99606523620406,203.1443090108132
2025-01-06 06:00:00,147.7666819338135,204.7200148313921
2025-01-06 07:00:00,146.4058329456362,204.10699576264017
2025-01-06 08:00:00,146.62616075167293,210.06184436435552
2025-01-06 09:00:00,146.08010857645866,205.4245714695111
2025-01-06 10:00:00,146.00229707297177,201.1871001513248
2025-01-06 11:00:00,148.53979539401288,209.18643919226017
2025-01-06 12:00:00,144.17714904442187,210.1370645155853
2025-01-06 13:00:00,143.7937675629488,197.32979591501925
2025-01-06 14:00:00,143.6880250690725,211.7215296455392
2025-01-06 15:00:00,153.2300873085949,205.91668253160583
2025-01-06 16:00:00,148.71901554608684,205.54433659180808
2025-01-06 17:00:00,148.07567386013517,209.1953204130773
2025-01-06 18:00:00,144.0232084502836,201.3608705061425
2025-01-06 19:00:00,149.09867696170386,208.999472630634
2025-01-06 20:00:00,146.91117365870494,202.37701034937564
2025-01-06 21:00:00,147.93496989433456,196.9177096723876
2025-01-06 22:00:00,144.3935129726907,199.3345925247467
2025-01-06 23:00:00,147.8344246078442,207.1887272001076
2025-01-07 00:00:00,146.11169263942995,199.6558515540761
2025-01-07 01:00:00,145.1152639895787,212.46247807661751
2025-01-07 02:00:00,149.64264759587232,210.3867458556488
2025-01-07 03:00:00,142.85476119293617,211.13508044869096
2025-01-07 04:00:00,149.18909237324897,205.1186564786936
2025-01-07 05:00:00,149.57442195227966,205.81027163809543
2025-01-07 06:00:00,144.90755163219993,198.57792338763227
2025-01-07 07:00:00,145.11033369368323,209.5502366278681
2025-01-07 08:00:00,146.92639398639795,206.49463830538255
2025-01-07 09:00:00,148.46504542243312,207.45546491750773
2025-01-07 10:00:00,147.1831497061,213.0832737388071
2025-01-07 11:00:00,148.96449045336672,201.63398815305356
2025-01-07 12:00:00,152.9741393428167,204.0544926358179
2025-01-07 13:00:00,146.18275478116706,206.33925969632705
2025-01-07 14:00:00,142.5803757902791,200.04873867509585
2025-01-07 15:00:00,150.22300154461504,203.8072366891389
2025-01-07 16:00:00,152.81379271453707,207.2285980390893
2025-01-07 17:00:00,148.96007403381105,203.1546625877935
2025-01-07 18:00:00,144.53574336167776,211.34393643638435
2025-01-07 19:00:00,147.44383199482226,197.26088627544289
2025-01-07 20:00:00,144.4757564010318,210.4451830548334
2025-01-07 21:00:00,149.77500804588232,208.1523689380735
2025-01-07 22:00:00,143.80698092652818,202.0167091968405
2025-01-07 23:00:00,146.97417117454202,200.25251469387663
2025-01-08 00:00:00,144.8745433062192,194.48614369888867
2025-01-08 01:00:00,148.28032301064766,200.9239738931736
2025-01-08 02:00:00,146.812408135,210.14731644142825
2025-01-08 03:00:00,148.45259489995195,204.6418799588078
2025-01-08 04:00:00,147.9995261137812,210.7473788508413
2025-01-08 05:00:00,144.98195293230182,201.8425746623514
2025-01-08 06:00:00,149.83130580437702,208.4862054143228
2025-01-08 07:00:00,147.81241066295556,201.3712146080628
2025-01-08 08:00:00,145.00044143150433,200.13815342405283
2025-01-08 09:00:00,154.69541626873024,204.4370005142595
2025-01-08 10:00:00,149.40782208110653,201.6536990243552
2025-01-08 11:00:00,147.52393131586854,197.2696022308804
2025-01-08 12:00:00,152.23379399501974,204.0766069113293
2025-01-08 13:00:00,153.51738040618255,205.5241106601792
2025-01-08 14:00:00,147.55892393005357,211.3367652544756
2025-01-08 15:00:00,149.03948851383805,209.68132444019903
2025-01-08 16:00:00,145.0348965304456,211.09862098061856
2025-01-08 17:00:00,147.5582206193952,208.6015863636668
2025-01-08 18:00:00,147.40278999106482,206.6630414470943
2025-01-08 19:00:00,148.55392241447004,198.8547167812456
2025-01-08 20:00:00,148.99647132974687,205.74755088351225
2025-01-08 21:00:00,149.67570882901256,207.98019236918248
2025-01-08 22:00:00,148.7064701892048,212.2807319671571
2025-01-08 23:00:00,144.35791841902062,208.4215890075672
2025-01-09 00:00:00,145.17063464396418,211.18795313421452
2025-01-09 01:00:00,146.34198864269078,199.8212220442556
2025-01-09 02:00:00,147.12895148782874,203.34358513285795
2025-01-09 03:00:00,151.12174451620464,207.11617521309464
2025-01-09 04:00:00,144.47364013115907,210.76722054543063
2025-01-09 05:00:00,146.8825349579247,204.22863687324215
2025-01-09 06:00:00,150.80541972058495,204.53416143019703
2025-01-09 07:00:00,147.0376586386522,208.3729925921569
2025-01-09 08:00:00,149.30872721133474,199.29812612608063
2025-01-09 09:00:00,147.49833339774275,212.9539822756436
2025-01-09 10:00:00,148.67607938063662,200.51004914312404
2025-01-09 11:00:00,147.2083736798606,195.3008441934927
2025-01-09 12:00:00,149.8823419063245,204.9314805307524
2025-01-09 13:00:00,143.23262382132322,213.36008655542037
2025-01-09 14:00:00,146.76379890719414,207.78600058402785
2025-01-09 15:00:00,148.7286901899991,208.59442487493436
2025-01-09 16:00:00,149.4245915259472,205.03043459346415
2025-01-09 17:00:00,152.2861947726917,204.04544941807436
2025-01-09 18:00:00,146.6173926830946,197.06591983572577
2025-01-09 19:00:00,152.21134161171946,193.47596503661592
2025-01-09 20:00:00,145.7775556082809,205.7359887804642
2025-01-09 21:00:00,151.72159951116595,211.2984062482332
2025-01-09 22:00:00,150.16839862740486,206.43666577145007
2025-01-09 23:00:00,144.95526366784082,207.81363704199757
2025-01-10 00:00:00,148.59570592240266,212.5931759388449
2025-01-10 01:00:00,147.4991376578575,206.29667942165932
2025-01-10 02:00:00,149.50716560407392,204.01713632151083
2025-01-10 03:00:00,146.9374750253872,200.5146657624368
2025-01-10 04:00:00,146.66174204388847,214.69454353573408
2025-01-10 05:00:00,151.6662700645337,207.19172521201355
2025-01-10 06:00:00,147.23764564508082,199.8157997488512
2025-01-10 07:00:00,149.98721553058772,198.65211021900623
2025-01-10 08:00:00,146.80535439909278,210.74672748886996
2025-01-10 09:00:00,152.45418089267918,199.26698263295495
2025-01-10 10:00:00,145.3912933987173,213.6954680742349
2025-01-10 11:00:00,145.55529877041147,190.61541537869948
2025-01-10 12:00:00,151.9420409335842,211.48146537918635
2025-01-10 13:00:00,146.00374028330026,206.77305351179584
2025-01-10 14:00:00,152.11122461881695,204.90097381560813
2025-01-10 15:00:00,149.95228004871365,203.3994661347204
2025-01-10 16:00:00,146.7809023994003,213.69850076205296
2025-01-10 17:00:00,141.77240319345458,207.74757790151207
2025-01-10 18:00:00,147.121101997383,199.6630388657213
2025-01-10 19:00:00,147.45006395787146,195.5506240171268
2025-01-10 20:00:00,150.61228989368968,204.9971227595131
2025-01-10 21:00:00,151.84078959825575,204.07009240184837
2025-01-10 22:00:00,144.9846489035288,196.4402702540825
2025-01-10 23:00:00,149.40667166283905,203.72615874346283
2025-01-11 00:00:00,149.26220493637123,201.09632530296017
2025-01-11 01:00:00,150.1484674956556,203.97467972995776
2025-01-11 02:00:00,148.38589156850662,207.519439890342
2025-01-11 03:00:00,141.02328547307792,211.3138282832834
2025-01-11 04:00:00,146.34483502449805,208.35554750392777
2025-01-11 05:00:00,143.30367327303355,200.16359224863325
2025-01-11 06:00:00,146.12204513670773,205.57443809960796
2025-01-11 07:00:00,149.6283173307595,204.0038402298179
2025-01-11 08:00:00,147.56157797798463,196.9854806972052
2025-01-11 09:00:00,150.0476006149796,205.59449193924868
2025-01-11 10:00:00,147.58517708131703,212.84327700876497
2025-01-11 11:00:00,142.6209126660533,203.678023505995
2025-01-11 12:00:00,138.90871564202817,195.50034326311936
2025-01-11 13:00:00,146.87244332613264,203.57736039663695
2025-01-11 14:00:00,145.7383954592292,197.31161386341643
2025-01-11 15:00:00,143.40289617343785,207.65176092601496
2025-01-11 16:00:00,141.18481421316898,205.91102092074877
2025-01-11 17:00:00,144.03483629322855,202.38451566627296
2025-01-11 18:00:00,145.60737225768327,201.5350253829985
2025-01-11 19:00:00,148.13967521739264,202.08087023819573
2025-01-11 20:00:00,146.6585477704838,203.13402699749147
2025-01-11 21:00:00,150.86689032409873,199.18151347587283
2025-01-11 22:00:00,142.8853353217088,196.05338208483775
2025-01-11 23:00:00,148.58421153804497,208.63452959534592
2025-01-12 00:00:00,146.03125058322118,200.9623494713502
2025-01-12 01:00:00,147.9211170338692,203.67232518235917
2025-01-12 02:00:00,144.474759931239,204.21071427687312
2025-01-12 03:00:00,148.94598383027972,204.341045106884
2025-01-12 04:00:00,146.5627023152813,196.80793805475344
2025-01-12 05:00:00,143.5842294167463,194.24336354874032
2025-01-12 06:00:00,145.53148351044155,199.6240929737212
2025-01-12 07:00:00,144.79333807427187,204.49056331316797
2025-01-12 08:00:00,146.92345355761228,198.8161691683273
2025-01-12 09:00:00,141.8599679238142,200.62469140344157
2025-01-12 10:00:00,145.25409359249147,212.9786357675864
2025-01-12 11:00:00,146.4703959312281,193.05735474925743
2025-01-12 12:00:00,145.32534864126782,198.45110874013625
2025-01-12 13:00:00,149.2083902329104,211.65058684261308
2025-01-12 14:00:00,147.43041003429138,201.88534835210208
2025-01-12 15:00:00,145.02616620175974,198.5186827644874
2025-01-12 16:00:00,145.63843870358846,207.83221599615104
2025-01-12 17:00:00,145.81463113155178,202.2037866595113
2025-01-12 18:00:00,146.0763009459391,200.12486015821855
2025-01-12 19:00:00,139.3277047719535,202.7665233941349
2025-01-12 20:00:00,143.8378898802919,198.4519247206861
2025-01-12 21:00:00,140.22645940358316,196.59232129372305
2025-01-12 22:00:00,148.4514496062642,201.048622125712
2025-01-12 23:00:00,144.3704151921661,196.4979789517949
2025-01-13 00:00:00,143.90882927523737,201.54231868325863
2025-01-13 01:00:00,147.1146684610465,203.1963093023185
2025-01-13 02:00:00,145.62621578447715,205.6245436723856
2025-01-13 03:00:00,140.90784801347522,206.93337648419697
2025-01-13 04:00:00,144.0150955541363,199.19912913355716
2025-01-13 05:00:00,143.15592544326665,203.6584994026412
2025-01-13 06:00:00,138.86100180182748,203.55721769867745
2025-01-13 07:00:00,141.9565100349663,202.66643231375784
2025-01-13 08:00:00,143.40902500802093,198.56234891931803
2025-01-13 09:00:00,143.54667423219863,195.7511879643536
2025-01-13 10:00:00,139.37629249278635,203.33299620915108
2025-01-13 11:00:00,147.2090268361031,192.21971727599544
2025-01-13 12:00:00,143.37835275066382,199.3454647644966
2025-01-13 13:00:00,143.72754647559486,187.8467321673702
2025-01-13 14:00:00,144.74663594653924,193.8626989147284
2025-01-13 15:00:00,141.1099095417951,196.088468611269
2025-01-13 16:00:00,144.77224202777427,205.88679514652264
2025-01-13 17:00:00,142.2305995828739,203.77236364294976
2025-01-13 18:00:00,140.57033502165157,197.49041822438195
2025-01-13 19:00:00,144.90832608613348,203.83483258171609
2025-01-13 20:00:00,147.5905261413534,204.55361938185
2025-01-13 21:00:00,145.217147823821,199.2393354614899
2025-01-13 22:00:00,145.73838692602408,193.04756350953437
2025-01-13 23:00:00,141.33400156205587,198.8563318314122
2025-01-14 00:00:00,138.02912322976877,199.33252039141345
2025-01-14 01:00:00,147.21813918902453,193.58545466857387
2025-01-14 02:00:00,148.83667597649736,201.5083652729329
2025-01-14 03:00:00,147.22662212972483,200.9972610799276
2025-01-14 04:00:00,141.51558566454966,201.74815698095983
2025-01-14 05:00:00,138.98345869319678,200.8419771952205
2025-01-14 06:00:00,139.17441380365142,203.02067707268503
2025-01-14 07:00:00,137.24405176958197,198.39860933305897
2025-01-14 08:00:00,141.89659403020568,200.22765542229055
2025-01-14 09:00:00,146.95894248246867,197.15320718699363
2025-01-14 10:00:00,141.63980323881466,196.14229505632164
2025-01-14 11:00:00,142.89435167994327,205.67863113270883
2025-01-14 12:00:00,146.03648057015468,188.6908461696096
2025-01-14 13:00:00,140.61943084997608,203.2155167312446
2025-01-14 14:00:00,147.86006424975594,195.65076550236887
2025-01-14 15:00:00,147.65123777770654,194.9247636669986
2025-01-14 16:00:00,141.20284241107845,199.9040638474469
2025-01-14 17:00:00,139.78453833684594,191.06909306714857
2025-01-14 18:00:00,143.52956845171613,194.35773895281417
2025-01-14 19:00:00,140.31574682045482,194.1126234154464
2025-01-14 20:00:00,137.80888317164784,197.1715575319244
2025-01-14 21:00:00,145.04225750235167,194.1778531009793
2025-01-14 22:00:00,144.76764768812976,206.12389895449485
2025-01-14 23:00:00,141.5043813255338,207.0229290967329
2025-01-15 00:00:00,137.1685759982247,187.8472026456689
2025-01-15 01:00:00,137.18770377747296,200.59789605495385
2025-01-15 02:00:00,141.1168769790995,202.08850630922996
2025-01-15 03:00:00,139.21428270320527,200.42882181867589
2025-01-15 04:00:00,139.6091296267902,194.34184095775652
2025-01-15 05:00:00,143.6166222558399,196.3302549798672
2025-01-15 06:00:00,142.6684127021184,193.72750147596224
2025-01-15 07:00:00,144.52126819612067,195.28551999883368
2025-01-15 08:00:00,137.3327652013255,191.2548097281214
2025-01-15 09:00:00,139.19269007295114,196.64832067083853
2025-01-15 10:00:00,142.41668085412837,189.62572721122268
2025-01-15 11:00:00,141.40128876252896,196.0563809683496
2025-01-15 12:00:00,144.57136575476628,190.7313161615046
2025-01-15 13:00:00,141.15286441128458,197.9253361025294
2025-01-15 14:00:00,145.35247604489513,193.411050927864
2025-01-15 15:00:00,141.34496727224413,198.1778156064474
2025-01-15 16:00:00,142.828057992127,202.0494592911849
2025-01-15 17:00:00,138.587535200205,204.5053147210819
2025-01-15 18:00:00,139.51735464583473,183.8344700650803
2025-01-15 19:00:00,142.1236337472365,192.2198300663492
2025-01-15 20:00:00,144.14594311396803,194.7915782166288
2025-01-15 21:00:00,141.41083404966426,198.5247622936394
2025-01-15 22:00:00,138.88963501736472,187.88737781239595
2025-01-15 23:00:00,143.1871010901596,191.14463396757347
2025-01-16 00:00:00,132.39503024901194,196.62275223113716
2025-01-16 01:00:00,134.62006349377643,196.3112082059304
2025-01-16 02:00:00,140.84740703517892,197.69059639627423
2025-01-16 03:00:00,138.7605094100389,197.9365629757201
2025-01-16 04:00:00,140.45035391288863,197.32678512509543
2025-01-16 05:00:00,138.7426188197539,196.5176728356155
2025-01-16 06:00:00,140.1777773407328,195.743639123553
2025-01-16 07:00:00,135.9372425495514,198.7042664611528
2025-01-16 08:00:00,140.00739281952968,184.09932122846948
2025-01-16 09:00:00,141.1946405317715,202.93306438200491
2025-01-16 10:00:00,141.78849602736136,184.10443396116605
2025-01-16 11:00:00,144.0829452970367,189.6464733285681
2025-01-16 12:00:00,138.69001291741657,193.8239136036587
2025-01-16 13:00:00,138.69488904497388,198.23622023988156
2025-01-16 14:00:00,133.2190856603297,179.81226859885317
2025-01-16 15:00:00,136.10983123529414,194.56344381900024
2025-01-16 16:00:00,137.04030276544918,198.5815241845477
2025-01-16 17:00:00,140.68601839990788,199.5076503232212
2025-01-16 18:00:00,135.61760037527307,190.96395545505464
2025-01-16 19:00:00,139.75520709973037,192.86201060570872
2025-01-16 20:00:00,137.27695050783032,191.20107501425733
2025-01-16 21:00:00,136.66599129048197,192.2341223681958
2025-01-16 22:00:00,137.85991490910274,188.9541002480608
2025-01-16 23:00:00,135.8555646653899,189.58277296979384
2025-01-17 00:00:00,135.65779225414744,196.11678860856728
2025-01-17 01:00:00,131.74649194946107,194.51892653319516
2025-01-17 02:00:00,136.03301417628433,196.2348093362204
2025-01-17 03:00:00,135.253086959365,194.76306334631536
2025-01-17 04:00:00,135.06125649623468,197.1308924700199
2025-01-17 05:00:00,137.77612617758737,197.91657698059225
2025-01-17 06:00:00,138.41781581781316,184.7333368601111
2025-01-17 07:00:00,137.055027864566,189.0868960985672
2025-01-17 08:00:00,139.26133170427372,192.11820634547507
2025-01-17 09:00:00,137.91853704491265,193.0784636399848
2025-01-17 10:00:00,135.2235771370107,189.75829283733745
2025-01-17 11:00:00,134.6372065358535,197.58589374793812
2025-01-17 12:00:00,136.88141297081023,202.8426881019627
2025-01-17 13:00:00,137.5815655619577,193.79107401016063
2025-01-17 14:00:00,139.9712681420832,193.19944038197977
2025-01-17 15:00:00,139.26888426336302,196.9426464040644
2025-01-17 16:00:00,133.98874082585067,183.28396106935497
2025-01-17 17:00:00,135.2251064097675,192.67346995234132
2025-01-17 18:00:00,137.46232062409342,197.3444463366777
2025-01-17 19:00:00,138.5715849109619,189.1518215907794
2025-01-17 20:00:00,138.10301259939402,186.1533012937698
2025-01-17 21:00:00,135.01317738766392,191.27578283565907
2025-01-17 22:00:00,131.36164951158932,191.8202903028653
2025-01-17 23:00:00,132.046020611854,187.49956833101348
2025-01-18 00:00:00,135.78005402871517,202.44295986601168
2025-01-18 01:00:00,135.90837121197453,189.48821256866177
2025-01-18 02:00:00,131.50542033791413,186.03316170108445
2025-01-18 03:00:00,134.85516000981798,191.2533445817971
2025-01-18 04:00:00,136.53535142290397,196.18098154051108
2025-01-18 05:00:00,131.10846571493337,191.649216932446
2025-01-18 06:00:00,137.79785047650967,193.91082847131645
2025-01-18 07:00:00,133.27123012720062,187.0462706012143
2025-01-18 08:00:00,138.09788478251576,198.76348767680335
2025-01-18 09:00:00,132.64617278307514,194.05508525999505
2025-01-18 10:00:00,131.0884067658742,196.4067910589148
2025-01-18 11:00:00,132.71589935323277,192.9161134851338
2025-01-18 12:00:00,133.7271726518696,195.13703720974547
2025-01-18 13:00:00,132.76976914525414,186.56994606718249
2025-01-18 14:00:00,133.21008712705935,188.4010393083309
2025-01-18 15:00:00,134.7831655635928,197.5136730923444
2025-01-18 16:00:00,133.19121241818667,198.5034602639957
2025-01-18 17:00:00,133.43020092103384,184.8932101042945
2025-01-18 18:00:00,128.4249590930089,191.80131862993576
2025-01-18 19:00:00,134.6521505665425,188.32233751608496
2025-01-18 20:00:00,133.13418829850923,186.9166408447599
2025-01-18 21:00:00,138.15774763316554,191.7510671684942
2025-01-18 22:00:00,130.43357787551312,195.95708803910205
2025-01-18 23:00:00,127.75313159722734,192.43632994914685
2025-01-19 00:00:00,134.95831210004735,188.50654436866205
2025-01-19 01:00:00,134.07012682433623,192.60485166907304
2025-01-19 02:00:00,129.93204123504307,188.157459428732
2025-01-19 03:00:00,128.29524857003975,191.94506693870505
2025-01-19 04:00:00,137.4242065859856,196.79434489621136
2025-01-19 05:00:00,136.9822395282272,179.35411005990272
2025-01-19 06:00:00,125.20580620295316,193.65443797177173
2025-01-19 07:00:00,131.22215680385432,181.90155128377145
2025-01-19 08:00:00,137.51843786084558,195.66750024921615
2025-01-19 09:00:00,131.02710129514665,186.270160919116
2025-01-19 10:00:00,130.91327605230686,183.2967558663544
2025-01-19 11:00:00,131.46706008977375,192.7916842081056
2025-01-19 12:00:00,128.8832789917348,191.0668202287513
2025-01-19 13:00:00,127.0626860034976,184.18107872137344
2025-01-19 14:00:00,135.26611490553012,182.84347418748388
2025-01-19 15:00:00,126.51154330718668,188.1029465884733
2025-01-19 16:00:00,132.71447562164835,182.95222651446608
2025-01-19 17:00:00,134.5651380106273,183.5980346677362
2025-01-19 18:00:00,127.48489474035073,189.41667758916137
2025-01-19 19:00:00,128.9993831504964,183.9428301870061
2025-01-19 20:00:00,135.34578600856193,190.83894489351988
2025-01-19 21:00:00,133.23943376855362,196.0914765872899
2025-01-19 22:00:00,129.72386641441653,187.83294646055023
2025-01-19 23:00:00,135.1178948858073,189.16190318565168
2025-01-20 00:00:00,135.06664341818802,198.53751991200252
2025-01-20 01:00:00,132.1905513151614,182.44538764922757
2025-01-20 02:00:00,128.61974270821557,194.27639936774025
2025-01-20 03:00:00,130.0171851219847,193.6118192219625
2025-01-20 04:00:00,132.05448147291887,192.4669079369216
2025-01-20 05:00:00,130.56781337911892,194.59233712022456
2025-01-20 06:00:00,133.88923705759876,189.4752403526873
2025-01-20 07:00:00,126.42230634857656,185.09698111090825
2025-01-20 08:00:00,126.4686008208193,193.42425786412088
2025-01-20 09:00:00,131.4342716223691,193.55586934648625
2025-01-20 10:00:00,129.35780025883585,193.359003007723
2025-01-20 11:00:00,128.89257543621807,187.99623169190747
2025-01-20 12:00:00,125.41135566919674,184.13455325865328
2025-01-20 13:00:00,130.716488835556,188.61466257171952
2025-01-20 14:00:00,130.44243650406,192.31185191590143
2025-01-20 15:00:00,132.50451844015635,192.66584044360096
2025-01-20 16:00:00,130.69471274827976,185.33961371354383
2025-01-20 17:00:00,130.03463216809735,189.00930888345584
2025-01-20 18:00:00,133.90843753887145,180.83354410607063
2025-01-20 19:00:00,126.38557004940876,192.24772247478367
2025-01-20 20:00:00,131.87822494793477,183.35251350776676
2025-01-20 21:00:00,125.20225398457832,191.1419722768221
2025-01-20 22:00:00,127.64780469848414,181.41636745153576
2025-01-20 23:00:00,126.47267424829506,192.26772517833504
2025-01-21 00:00:00,132.40479274448307,188.6681410882412
2025-01-21 01:00:00,129.81162180936886,183.1010640320703
2025-01-21 02:00:00,129.91680168364053,190.41409332282208
